Job Title,Company,Location,Salary Estimate,Job Description,Job Age
AI Engineer,Aces Power Marketing,"Carmel, IN",$63K - $105K (Glassdoor est.),"This role requires strong technical skills in AI/ML technologies, the ability to translate business requirements into technical solutions, and excellent…&hellip;
      
        Skills: Statistics, R, SQL, Statistical analysis, Analysis skills",30d+
Software Engineer,Valeo Financial Advisors,"Carmel, IN",$74K - $105K (Glassdoor est.),"Bachelor’s degree in Computer Science, Software Engineering, Information Systems, or a related technical field.&hellip;
      
        Skills: SSO, Wealth management, Git, SQL, AWS",4d
QA Validation Engineer,RADcube,"Indianapolis, IN",$65K - $90K (Glassdoor est.),"Implement and maintain automated regression testing tools and processes; develop automated and manual test scripts.&hellip;
      
        Skills: Jira, HP ALM, GAMP, Test management tools, SAP",8d
Software Developer,Baker Hill,"Carmel, IN",$84K - $119K (Glassdoor est.),"Communicates technical concepts clearly and concisely to both technical and non technical stakeholders. Experience translating business needs into technical…&hellip;
      
        Skills: Performance tuning, SAFe, Azure, .NET Core, C#",6d
DevOps Engineer,Baker Hill,"Carmel, IN",$115K - $125K (Employer provided),"Demonstrated ability to manage your own work (plan, prioritize, and execute) and provide clear, detailed status updates on progress, risks, and blockers.&hellip;
      
        Skills: Computer science, SAFe, System design, Process improvement, RBAC",15d
Software Developer Senior,Baker Hill,"Carmel, IN",$92K - $129K (Glassdoor est.),"Communicate complex technical concepts concisely to non-technical counterparts. Ability to translate business needs into technical design requirements.&hellip;
      
        Skills: Performance tuning, SAFe, Azure, .NET Core, C#",7d
AI/Machine Learning Engineer,CleanSlate,"Carmel, IN",$63K - $106K (Glassdoor est.),"Leads the delivery of technical implementations for a specific technical domain. AWS or Azure ML experience and/or certification.&hellip;
      
        Skills: Azure, Spark, Research, Scala, Requirements analysis",30d+
Sr. Platform Developer,Arrive AI,"Fishers, IN",$105K - $159K (Glassdoor est.),"Contribute to engineering best practices and mentor teammates through reviews and technical guidance. Own software quality from design through deployment,…&hellip;
      
        Skills: Performance tuning, Internet of Things, System design, Databases, Microservices",30d+
Senior Mechanical Engineer,Arrive AI,"Fishers, IN",$124K - $170K (Glassdoor est.),"You will own the mechanical integrity of our Arrive Point hardware, moving fluidly between digital twin simulation, rapid prototyping, and large-scale…&hellip;
      
        Skills: Mechanical engineering, Internet of Things, Mentoring, AI, Sensors",30d+
Software Engineer,Backstroke,"Indianapolis, IN",$90K - $120K (Employer provided),"You'll own features from idea to production - writing code, testing, deploying, and iterating based on what you learn. We're rebuilding this from the ground up.&hellip;
      
        Skills: AWS, PostgreSQL, GitHub, Software testing, AI",30d+
QA Validation Engineer,RADcube,"Indianapolis, IN",$80K (Employer provided),"Implement and maintain automated regression testing tools and processes; develop automated and manual test scripts.&hellip;
      
        Skills: Jira, HP ALM, GAMP, Test management tools, SAP",6d
