Job Title,Company,Location,Salary Estimate,Job Description,Job Age
AI Engineer,Ágora,Sydney,A$160K - A$180K (Employer provided),"Mentor junior engineers and contribute to best practices & code reviews. Bachelor’s or Master’s degree in Computer Science, Engineering, or related field.&hellip;
      
        Skills: CI/CD, Data modelling, Azure, Computer vision, Git",30d+
"Machine Learning Intern, 2026 Summer Australia",Atlassian,Sydney,A$177K - A$234K (Glassdoor est.),"Currently enrolled full-time in a degree program (Master’s preferred) and returning to the program after the completion of the internship, graduating by January…&hellip;
      
        Skills: SQL",30d+
Radio Technician - TS/SCI with Polygraph,General Dynamics Information Technology,Alice Springs,A$106K - A$144K (Employer provided),"Certification: Candidate must possess an appropriate and current DoD 8570/8140 Information Assurance Technical (IAT) Certification to be considered for…&hellip;
      
        Skills: MRP",30d+
Machine Learning Engineer,Axsys IT,Sydney,A$77K - A$206K (Glassdoor est.),"Set up your home office with a little financial help from us, and take advantage of great corporate discounts and vouchers from top retailers.&hellip;
      
        Skills: CI/CD, AWS, Docker, Machine learning, Forecasting",30d+
Senior Forward Deploy Engineer,ARMADA Supply Chain Solutions,Melbourne,A$110K - A$165K (Glassdoor est.),"Mentor junior FDEs, TAMs, and delivery engineers as the region scales. Our hiring is guided by qualifications, merit, and the business needs at the time.&hellip;
      
        Skills: Data centre experience, AI",15d
Software Engineer,Holy Mary Institute of Technology and Science,Sydney,A$116K - A$142K (Glassdoor est.),"If you're excited by AI, legal tech, and solving real-world problems at scale—we want to hear from you. Design novel solutions with legal, product and design…&hellip;
      
        Skills: Azure, AWS, AI",30d+
Machine Learning Engineer - Capital Investment - Data & AI - Sydney,The Argyle Network,Sydney,A$84K - A$206K (Glassdoor est.),"Work hand-in-hand with data scientists, engineers, and stakeholders to deliver production-grade applications. Join a fast-growing Data & AI team that’s shaping…&hellip;
      
        Skills: Azure, NoSQL, Google Cloud Platform, Databases, SQL",30d+
Genesys Cloud AI Forward Deployed Engineer,Genesys,Sydney,A$92K - A$135K (Glassdoor est.),"Bachelor’s degree in Computer Science, Information Technology, Business, Data Science, or a related discipline, or equivalent hands-on experience in CX or AI…&hellip;
      
        Skills: CRM software, Power BI, Cloud infrastructure, Azure, Salesforce",30d+
Software Engineer,Zephyr (CA),Sydney,A$118K - A$179K (Glassdoor est.),"This role also involves strategic engineering consulting, helping clients define and implement effective engineering and AI strategies and contributing to our…&hellip;
      
        Skills: CI/CD, Azure, AWS, Software development, AI",4d
"Product Engineer, Megapack, Energy",Tesla,Red Hill,A$96K - A$120K (Glassdoor est.),"1-2 years of relevant experience in the energy sector. Fluent English with professional working proficiency in both Japanese and Chinese to ensure smooth on‑…&hellip;
      
        Skills: CI/CD, TCP, Software troubleshooting, Data analysis skills, English",30d+
"Data, AI, and Machine Learning | Multiple Opportunities Available",Deloitte,Sydney,A$79K - A$100K (Glassdoor est.),"To support your personal and professional life, we offer a range of perks and benefits, including retail discounts, wellbeing leave, paid volunteering days,…&hellip;
      
        Skills: Data modelling, Azure, Databases, SQL, AWS",30d+
data Architect,Tata Consultancy Services,Sydney,A$138K - A$148K (Glassdoor est.),"Collaboration across technical and non-technical teams. Customer Data Management (Identity management, stitching, segmentation and activation).&hellip;
      
        Skills: Data modelling, Deployment, Machine learning, Data management, AI",28d
Principal Solution Engineer,Snowflake,Sydney,A$205K - A$210K (Glassdoor est.),"University degree in computer science, engineering, mathematics or related fields, or equivalent experience preferred.&hellip;
      
        Skills: Data modelling, Git, Administrative experience, SQL, Presentation skills",30d+
Senior Machine Learning Engineer,MYOB,Sydney,A$129K - A$158K (Glassdoor est.),"\uD83D\uDFE3Set up your home office with a little financial help from us, and take advantage of great corporate discounts and vouchers from top retailers.&hellip;
      
        Skills: CI/CD, AWS, Docker, Machine learning, Forecasting",30d+
Machine Learning Engineer,MYOB,Sydney,A$129K - A$158K (Glassdoor est.),"\uD83D\uDFE3Set up your home office with a little financial help from us, and take advantage of great corporate discounts and vouchers from top retailers.&hellip;
      
        Skills: CI/CD, AWS, Docker, Machine learning, Forecasting",30d+
Chief Engineer Core Banking,Commonwealth Bank of Australia,Sydney,#N/A,"Have led or materially contributed to legacy modernisation programs (cloud migration, mainframe rationalisation or equivalent).&hellip;
      
        Skills: Financial services",29d
Data Engineer,Vivanti Consulting,Sydney,A$100K - A$170K (Employer provided),"2 years experience using SQL, python or other relevant technology. Bachelors Degree in Computer Science , Engineering, Physics, Mathematics or other relevant…&hellip;
      
        Skills: Microsoft Word, Azure, Public speaking, Google Cloud Platform, SQL",19d
