Job Title,Company,Location,Salary Estimate,Job Description,Job Age
"AIML - Sr Data Scientist, Evaluation",Apple,"Cupertino, CA",$181K - $318K (Employer provided),"Advanced degree in a quantitative field such as Statistics, Operational Research, Bioinformatics, Economics, Psychology, Computer Science, Sociology,…&hellip;
      
        Skills: Statistics, Big data, Data structures, Spark, R",4d
"AIML - Sr Data Scientist, Evaluation",Apple,"Seattle, WA",$172K - $302K (Employer provided),"Work with evaluation/experimentation engineering teams to get your methodological developments translated into technologies that Siri engineering will use every…&hellip;
      
        Skills: Operations research, Computer science, Data structures, Spark, R",4d
"AIML - Data Scientist, Evaluation",Apple,"Cupertino, CA",$147K - $272K (Employer provided),"Work with evaluation/experimentation engineering teams to get your methodological developments translated into technologies that Apple Intelligence engineering…&hellip;
      
        Skills: Big data, Data structures, Spark, R, SQL",4d
Research Data Scientist II,Cleveland Clinic,"Cleveland, OH",$77K - $117K (Employer provided),"Bachelor’s degree in statistics, mathematics, computer science, engineering or a related field and four years of experience conducting data analytics, math or…&hellip;
      
        Skills: Statistics, Computer operation, SAS, R, SQL",30d+
Cost Engineer/Data Scientist,Lockheed Martin,"Littleton, CO",$105K - $209K (Employer provided),"The role may include working on affordability analysis, life cycle cost developments, cost data analytics, forecasting cost and schedule, data collection and…&hellip;
      
        Skills: Power BI, Tableau, SQL, Analysis skills, Systems engineering",20d
RESEARCH DATA SPECIALIST II,State of California State Personnel Board,United States,$8K - $10K (Employer provided),"Advanced degree (Master’s) in Sociology, Economics, Statistics, Mathematics, or a similarly related field. The incumbent is required to work extensively on the…&hellip;
      
        Skills: Statistics, Computer operation, Process improvement, Data entry, Data science",6d
Data Scientist II,Truist,"Orlando, FL",$111K - $148K (Glassdoor est.),"Take accountability and ownership of end-to-end data science solution design, technical delivery, and measurable business outcome.&hellip;
      
        Skills: Statistics, SAS, Calculus, Spark, R",20d
Fraud Data Scientist II,Truist,"Charlotte, NC",$103K - $139K (Glassdoor est.),"Hands-on expertise with fraud detection tools and data signals, including device intelligence, behavioral biometrics, consortium data, third‑party risk scoring,…&hellip;
      
        Skills: Statistics, Computer science, Data mining, SAS, Spark",30d+
Foreign Assistance Data Scientist,Guidehouse,"Arlington, VA",$77K - $112K (Glassdoor est.),"This position will play a critical role in data analysis with a focus on foreign assistance datasets and intra- and interagency engagement.&hellip;
      
        Skills: Statistics, Writing skills, Tableau, Databases, Change management",30d+
Data Scientist,Guidehouse,"Baltimore, MD",$65K - $108K (Employer provided),"Hands on experience with Machine Learning and Generative AI, Natural Language Processing (NLP) and Large Language Models (LLMs), multimodal and time series data…&hellip;
      
        Skills: TensorFlow, MATLAB, Azure, R, SQL",10d
Data Scientist,Kemper,"Dallas, TX",$94K - $155K (Employer provided),"Excellent overall communication skills, especially the ability to translate technical results for non-technical audiences.&hellip;
      
        Skills: Cloud infrastructure, Relational databases, AWS, Natural language processing, APIs",30d+
Data Scientist for Analytics (Engineer/Scientist Support),CACI International,"Norco, CA",$70K - $143K (Employer provided),"Quick to learn new systems, tools, and technical domains. Familiarity with core data analysis techniques and visualization tools. Must be a U.S. Citizen.&hellip;
      
        Skills: MATLAB, Process improvement, Analysis skills, Data visualization, Communication skills",17d
Research Analyst 1,University of Miami,"Miami, FL",$52K - $72K (Glassdoor est.),"Bachelor’s degree in relevant field required. Verifies accuracy and internal consistency of reports, including required state and federal reports.&hellip;
      
        Skills: Statistics, Scientific research",7d
"Data Scientist - Tiktok Ads, Ads Measurement",TikTok,"San Jose, CA",$179K - $293K (Employer provided),"Conduct research and analysis to improve the lift experimentation platform using experimental design and causal inference methods.&hellip;
      
        Skills: Biostatistics, R, Apache Hive, SQL, Analysis skills",30d+
Data Scientist - TikTok Integrity and Safety (San Jose),TikTok,"San Jose, CA",$137K - $293K (Employer provided),"2+ years of data science experience and Bachelor's degree or above in statistics, data science, economics, mathematics, or a related field.&hellip;
      
        Skills: Data mining, R, English, SQL, Risk management",30d+
"Data Scientist, Product Infrastructure - TikTok (San Jose)",TikTok,"San Jose, CA",$137K - $293K (Employer provided),"Our main tasks include metrics defining, root cause analysis, experimentation methodology, feature/strategy evaluation and exploratory analysis to find more…&hellip;
      
        Skills: Statistics, Big data, R, SQL, Root cause analysis",30d+
Data Scientist - Multimedia,TikTok,"San Jose, CA",$95K - $240K (Employer provided),"Experience in data science roles, preferably working on mobile application performance analysis and user experience optimization.&hellip;
      
        Skills: Statistics, Data mining, Mobile applications, Spark, Apache Hive",30d+
