Job Title,Company,Location,Salary Estimate,Job Description,Job Age
Mechanical Simulation Engineer,Apple,Singapore,SGD 83K - SGD 117K (Glassdoor est.),"Stay current with advances in modeling techniques and simulation tools to contribute to the development of new techniques and methodologies.&hellip;
      
        Skills: CAD, Pro/ENGINEER, Analysis skills, C++, SolidWorks",4d
Design Engineer,Hud Hud Travels,Singapore,#N/A,"Deep familiarity with current AI tools and LLM capabilities. Work closely with ML engineers to translate RL/eval concepts into intuitive, usable tools.&hellip;
      
        Skills: AI, Communication skills",30d+
"Senior AI Engineer – Foundry R&D, Singapore",Mastercard,Singapore,#N/A,"Education and background: Bachelor's degree in Computer Science or related field. Mentor and uphold best practices: Guide junior engineers through code reviews…&hellip;
      
        Skills: Jira, CI/CD, Authentication, Azure, Relational databases",12d
Senior Algorithm and ML Engineer,Thermo Fisher Scientific,Tuas,#N/A,"BS in Computer Sciences or Computer Engineering, Mathematics, or a related field; a Master’s degree is highly preferred. How will you make an impact?&hellip;
      
        Skills: CI/CD, Cloud infrastructure, Azure, Signal processing, Git",30d+
Senior Quality Analyst,SimplifyNext,Singapore,#N/A,"Ability to operate at both strategic and hands-on levels, switching seamlessly as needed. Mentor and guide junior QAs and engineers, raising the overall quality…&hellip;
      
        Skills: CI/CD, Cloud infrastructure, Microservices, Agile, Leadership",19d
Component Quality Engineer,Arrow Electronics,Singapore,#N/A,"We are seeking Component engineer with strong foundations in web development, AI/ML, and embedded systems, complemented by hands-on semiconductor testing, 3D…&hellip;
      
        Skills: CI/CD, Web development, CAD, Visual Studio, C#",30d+
Senior AI Engineer,Mastercard,Singapore,SGD 90K - SGD 108K (Glassdoor est.),"Mentor and uplift engineering quality by reviewing designs/code, sharing best practices, and guiding junior engineers through on-the-job coaching.&hellip;
      
        Skills: APIs, Scalability, AI",30d+
"Senior ML Platform Engineer, AI Platform",Airwallex,Singapore,SGD 144K - SGD 212K (Glassdoor est.),"The team is crucial in driving innovation and setting the standard for future developments in this exciting new field.&hellip;
      
        Skills: CI/CD, Cloud infrastructure, Spark, Machine learning, Terraform",30d+
"Machine Learning Engineer, Supply Chain Forecasting",TikTok,Singapore,SGD 120K - SGD 180K (Glassdoor est.),"Our team is missioned for the research, development, and implementation of algorithms for core supply chain scenarios. Strong problem-solving skills are a must.&hellip;
      
        Skills: Machine learning, Deep learning, Forecasting, Python",30d+
"Machine Learning Engineer, Multimodal - Intelligent Integrity",TikTok,Singapore,SGD 120K - SGD 180K (Glassdoor est.),"Minimum 1+ year of algorithm R&D/project implementation experience in content understanding or AIGC. We are looking for strong machine learning engineers who…&hellip;
      
        Skills: E-commerce, C++, Machine learning, Python",30d+
