Job Title,Company,Location,Salary Estimate,Job Description,Job Age
Business Operations Analyst,American Technology Consulting,"Indianapolis, IN",$66K - $98K (Glassdoor est.),"Adhere to HIPAA and other state statutes related to protecting data confidentiality and individual privacy. Assist with developing and maintaining metrics and…&hellip;
      
        Skills: Operations management, HIPAA, Quality assurance, Communication skills",30d+
Business Data Analyst,American Technology Consulting,"Indianapolis, IN",$76K - $113K (Glassdoor est.),"Working knowledge of epidemiological methods, study design, and analysis needed with an understanding of both qualitative and quantitative data.&hellip;
      
        Skills: Statistics, Program management, Microsoft Excel, Data mining, SAS",30d+
Business Analyst,Apollo Technology Solutions,"Indianapolis, IN",$70K - $106K (Glassdoor est.),"Experience writing, refining, and analyzing SQL queries to answer questions and resolve issues. Research and resolve front-end/user and back-end/system problems…&hellip;
      
        Skills: Microsoft Excel, Writing skills, Research, SQL, Public health",30d+
Data Analyst,Apollo Technology Solutions,"Indianapolis, IN",$61K - $99K (Glassdoor est.),"Working knowledge of epidemiological methods, study design, and analysis needed with an understanding of both qualitative and quantitative data.&hellip;
      
        Skills: Statistics, Program management, Azure, Data mining, SAS",30d+
Helpdesk Data Entry Analyst,Apollo Technology Solutions,"Indianapolis, IN",$41K - $58K (Glassdoor est.),"Utilize data tools and matching algorithms to identify and correct data integrity issues. Experience with deduplication tools, data matching, or record linkage…&hellip;
      
        Skills: HIPAA, Analysis skills, Data entry, ServiceNow, Communication skills",30d+
Client Services Business Analyst I - Healthcare Data,Precision Medicine Group,"Indianapolis, IN",$63K - $88K (Employer provided),"Excellent communication skills, both written and verbal, with the ability to convey technical information to non-technical stakeholders.&hellip;
      
        Skills: Statistics, Microsoft Excel, Writing skills, Continuous improvement, Requirements analysis",30d+
Client Services Business Analyst,Precision Medicine Group,"Indianapolis, IN",$63K - $75K (Employer provided),"Coordinate with internal departments to develop content for Medical, Legal, and Regulatory (MLR) submissions, as well as training materials and testing…&hellip;
      
        Skills: Content development, Software testing, Project management software, Figma",28d
Finance Performance Analyst - Office of Education Innovation,City of Indianapolis,"Indianapolis, IN",$59K (Employer provided),"Research federal, state, and local grant opportunities to share with schools. The Financial Performance Analyst is also responsible for preparing and…&hellip;
      
        Skills: Microsoft Excel, Writing skills, Data analysis skills, Filing, Research",12d
Business Intelligence Analyst,FORUM Credit Union,"Fishers, IN",$71K - $102K (Glassdoor est.),"Develop and maintain robust data models, reports, and dashboards using Business Intelligence (BI) tools. Your analysis will help assess and improve business…&hellip;
      
        Skills: Tableau, SQL, Market research, Data collection, AI",25d
Operational Risk Analyst,FHLB Indianapolis,"Indianapolis, IN",$74K - $87K (Employer provided),"Tuition reimbursement assistance: To help you continue to develop personally and professionally. Including a root cause analysis on identified operational risk…&hellip;
      
        Skills: Microsoft Excel, Microsoft Access, Process improvement, Analysis skills, Financial services",5d
Data Analyst Trainee - Inline Pipeline Inspection,Entegra,"Indianapolis, IN",$56K - $88K (Glassdoor est.),"Interpret industry documentation on ILI tools and pipeline integrity. Data Analysis Trainee assists in analysis activities including data setup, data searches,…&hellip;
      
        Skills: Continuous improvement, Data analytics",12d
Data Integration Analyst I,Allied Solutions,"Carmel, IN",$76K - $108K (Glassdoor est.),"Participate in technical onboarding calls to clarify file structures and system mapping requirements. Bachelor’s degree in technical field preferred.&hellip;
      
        Skills: XML, Configuration management, Process improvement, SQL, Analysis skills",15d
Research Data Analyst (Grant Funded),Eskenazi Health,"Indianapolis, IN",$48K - $69K (Glassdoor est.),"Working with the Eskenazi Research Department, and the Eskenazi Social Determinants of Health Department, the Research Data Analysts will be developing analysis…&hellip;
      
        Skills: Statistics, Power BI, SAS, SAP, Writing skills",29d
Sr Business Intelligence Analyst IHCI - SQL,Community Health Network (Indiana),"Indianapolis, IN",$85K - $118K (Glassdoor est.),"Bachelor’s degree in computer science, business administration, healthcare or related field required. Due to the expertise and experience required for this role…&hellip;
      
        Skills: Business intelligence, Managed care, SQL, Analysis skills, Mentoring",30d+
Senior Data Analyst,Indiana University Health,"Indianapolis, IN",$74K - $101K (Glassdoor est.),"Success in this role requires strong analytical skills, technical expertise, and the ability to build trusted relationships with clinical and executive…&hellip;
      
        Skills: Statistics, Power BI, Microsoft Access, Analysis skills, Computer skills",30d+
Analyst I - Indianapolis,Clear Global Solutions,"Indianapolis, IN",$59K - $89K (Glassdoor est.),"Support data entry, data cleanup, and data normalization efforts. Provide end-user support for reports, dashboards, and data tools.&hellip;
      
        Skills: Microsoft Excel, Microsoft Outlook, Data analysis skills, English, Research",4d
Analyst II - Indianapolis,Clear Global Solutions,"Indianapolis, IN",$49K - $77K (Glassdoor est.),"Support data entry, data cleanup, and data normalization efforts. Provide end-user support for reports, dashboards, and data tools.&hellip;
      
        Skills: Microsoft Excel, Microsoft Outlook, Data analysis skills, English, Research",4d
Agile Technical Business Analyst,The WellFund,"Greenwood, IN",$65K - $96K (Glassdoor est.),"Analyze current-state vs. future-state processes to support system enhancements and platform transitions. Bachelor’s degree in Information Technology, Business,…&hellip;
      
        Skills: Jira, Kanban, System architecture, Business analysis, System design",24h
Workforce Planning Analyst,Northwest Bank,"Fishers, IN",$57K - $81K (Glassdoor est.),"Support the Talent Acquisition team by coordinating the enterprise headcount approval process, analyzing hiring data, and helping to design and implement…&hellip;
      
        Skills: Computer operation, Microsoft Excel, Organization design, Talent acquisition, Process improvement",24h
Membership Operations Analyst,CVS Health,"Indianapolis, IN",$44K - $102K (Employer provided),"Qualified applicants with arrest or conviction records will be considered for employment in accordance with all federal, state and local laws.&hellip;
      
        Skills: Microsoft Excel, Research, Relationship management, Root cause analysis, Communication skills",24h
