Job Title,Company,Location,Salary Estimate,Job Description,Job Age
Research Scientist (Data Science),Quadram Institute,"Norwich, England",£38K - £43K (Employer provided),"The ideal applicant holds a PhD (or equivalent) in biology, bioinformatics, computer science or a related discipline, being experienced in bioinformatics, (meta…&hellip;
      
        Skills: Microbiology, Machine learning, AI",24h
Data Scientist,EveryMatrix,"London, England",£49K - £96K (Glassdoor est.),"Willingness to take ownership of analytics projects and be the engine driving them from ideation phase till bringing out the product to customers, and beyond.&hellip;
      
        Skills: TensorFlow, R, Data analysis skills, SQL, Statistical analysis",13d
Data Scientist,RLDatix,Remote,,"3–5+ years of experience in applied data science or machine learning engineering roles, including hands-on experience deploying and maintaining models in…&hellip;
      
        Skills: TensorFlow, Azure, Google Cloud Platform, SQL, AWS",30d+
Junior Data Analyst / Scientist,Union Advertising,"Edinburgh, Scotland",£36K - £52K (Glassdoor est.),"Work closely with strategy and planning, insight, digital marketing and account teams to understand requirements and deliver insights that inform strategy.&hellip;
      
        Skills: Power BI, Microsoft Excel, SAS, Microsoft Office, Tableau",17d
Data Scientist,Sparkbox.ai,"London, England",£40K - £60K (Employer provided),"This role would suit a candidate with machine learning knowledge, and an interest in developing their skills while applying data science techniques within a…&hellip;
      
        Skills: Google Cloud Platform, SQL, Machine learning, Data science, Communication skills",20d
Data Scientist,NTT DATA,"London, England",,"Industry experience in sectors such as retail, finance, healthcare, or similar (customisable). At least 5 years’ experience in client‑facing data science roles…&hellip;
      
        Skills: TensorFlow, Power BI, Cloud infrastructure, Azure, Spark",30d+
Data Scientist,SuperAwesome,"London, England",£56K - £85K (Glassdoor est.),"Experience building models for internal or business facing products. Work with the product team, end users and engineers to identify and understand the problems…&hellip;
      
        Skills: Jira, SQL, AWS, Maths, GitHub",27d
Data Scientist,Trainline,"London, England",£72K - £130K (Glassdoor est.),"Our autonomous model creates a huge opportunity for personal influence and impact – as the data scientist on the team you will be actively driving innovation on…&hellip;
      
        Skills: Microsoft Powerpoint, Power BI, R, Tableau, SQL",30d+
"Data Scientist, Integrity Measurement",OpenAI,"London, England",£293K - £385K (Employer provided),"Develop automation to scale yourself, leveraging our agentic products. For unincorporated Los Angeles County workers: we reasonably believe that criminal…&hellip;
      
        Skills: R, SQL, AI, Python",30d+
Data Scientist,GCHQ,"Cheltenham, England",£38K (Employer provided),"No matter what you do, you’ll always be generous with your knowledge, sharing valuable information, tools, and techniques that nurture the understanding of…&hellip;
      
        Skills: Machine learning, Data science, AI",7d
Data Scientist,V.Group,"Glasgow, Scotland",£34K - £43K (Glassdoor est.),"3 - 5 years’ of experience manipulating data sets and building statistical models. Knowledge of a variety of machine learning techniques (clustering, decision…&hellip;
      
        Skills: Microsoft Powerpoint, Power BI, Microsoft Excel, Data mining, Supply chain",30d+
Applied Scientist I,Entrust,"London, England",£100K - £120K (Glassdoor est.),"Work with product and engineering to improve our world-class identity-focused products. By assessing government- issued identity documents and facial biometrics…&hellip;
      
        Skills: AWS, Machine learning, Python",30d+
Data Scientist,Vitality,"Bournemouth, England",£46K - £54K (Glassdoor est.),"Experience (2-5 years) working as an associate/graduate data scientist or data scientist. Working Pattern - Hybrid – 2 days per week in the Vitality London…&hellip;
      
        Skills: Microsoft Office, SQL, Machine learning, GitHub, Regression analysis",28d
Data Scientist,OnBuy.com,"Bournemouth, England",£65K - £70K (Employer provided),"Over 2 years data science experience ideally within an e-commerce, digital, or consumer business. Develop and deploy data science models to support key e-…&hellip;
      
        Skills: Git, SQL, Machine learning, Data science, Data visualisation",26d
Principal Data Scientist,NHS Counter Fraud Authority,"Newcastle upon Tyne, England",£67K - £77K (Employer provided),"We have offices in Coventry, Newcastle and London and offer flexible, hybrid, and home-based working. To comply with the HM Government Functional Standard GovS…&hellip;
      
        Skills: Machine learning, Data science, Leadership",6d
Data Scientist,Tails.com,"Richmond, London, England",£42K - £50K (Glassdoor est.),"You will take ownership of our existing order and revenue forecasting capabilities, with the aim of ensuring we are operating as efficiently as possible in…&hellip;
      
        Skills: Tableau, SQL, AWS, IT, Data science",4d
Data Scientist,Ecotricity,"Stroud, England",£55K - £65K (Employer provided),"You will collaborate closely with project managers, product owners, and stakeholders, effectively communicating progress, presenting solutions, and delivering…&hellip;
      
        Skills: Machine learning, AI",30d+
Junior Data Scientist - AI Practice Team,American Bureau of Shipping (ABS),"Warrington, North West England, England",£31K - £39K (Glassdoor est.),"Must hold a valid right to work status in the UK. Help maintain clean, reproducible project assets (code, notebooks, datasets, documentation) using modern…&hellip;
      
        Skills: Power BI, Azure, Git, Google Cloud Platform, Tableau",30d+
Data Scientist,Zapp,"London, England",£49K - £53K (Glassdoor est.),"Collaboration: Work closely with cross-functional teams to define, design, and implement new features, driving both business and technical excellence.&hellip;
      
        Skills: Azure, Software deployment, Git, Google Cloud Platform, SQL",30d+
Computational Biologist / Bioinformatics Data Scientist,Antiverse,"Cardiff, Wales",£28K - £40K (Glassdoor est.),"Allowances for equipment both for home and office. Given the importance of working closely with both our lab team and computational team, we're looking for…&hellip;
      
        Skills: R, Machine learning, Data visualisation, Python",30d+
Climate Data Scientist,Institutional Shareholder Services,"London, England",£50K - £70K (Glassdoor est.),"Support the development of climate risk assessment products through work with large, complex data sets, solving non-routine analysis problems, and applying…&hellip;
      
        Skills: French, English, Statistical analysis, Analysis skills, Docker",26d
Staff Data Scientist - Fraud,Wise Investments,"London, England",£115K - £150K (Employer provided),"Build a globally scalable fraud prevention and detection engine to maintain Wise as a secure environment for our legitimate customers.&hellip;
      
        Skills: Machine learning",30d+
Distinguished ML Data Scientist,AVEVA,"Cambridge, East of England, England",£29K - £36K (Glassdoor est.),"Background checks will be conducted in accordance with local laws and may, subject to those laws, include proof of educational attainment, employment history…&hellip;
      
        Skills: Azure, Software deployment, R, Google Cloud Platform, SQL",30d+
Staff Data Scientist,Marshmallow,"London, England",£66K - £85K (Glassdoor est.),"Plus 2 days a year - on us! - to further your skillset. You think in systems: you can connect the dots between data science, engineering, and product to shape…&hellip;
      
        Skills: Software deployment, Statistical analysis, Machine learning, Data science, AI",19d
Data Scientist,QS Quacquarelli Symonds Limited,"London, England",£60K - £102K (Glassdoor est.),"Proven experience in applied machine learning or data science. You’ll collaborate closely with senior data scientists, engineers, and product teams, using QS’s…&hellip;
      
        Skills: TensorFlow, Git, SQL, AWS, Analysis skills",30d+
Data Scientist,Cint,United Kingdom,,"2 years of experience in a data science and analytics capacity, preferably in market research, or advertising analytics. Bonus points if you have.&hellip;
      
        Skills: Big data, Spark, SQL, Analysis skills, Machine learning",3d
Data Scientist,CGI,Halifax,CA$65K - CA$125K (Employer provided),". A completed college diploma or university degree in related field. . University Degree / bachelor's degree. As a Data Scientist, you will design and implement…&hellip;
      
        Skills: Performance tuning, Power BI, Azure, DevOps, MongoDB",18d
data scientist,ONIKON Creative,Shediac,CA$42.00 - CA$45.00 Per Hour (Employer provided),"Design methods of collecting and processing data to answer specific research questions. Conduct research regarding availability and suitability of data.&hellip;
      
        Skills: English, SQL, Machine learning, Computer skills, Data visualization",10d
Data Scientist,Interac,Toronto,CA$90K - CA$120K (Employer provided),"Significant experience working with implementing concepts, such as predictive modeling, profiling, feature development, behavioral analysis, clustering, and…&hellip;
      
        Skills: Oracle, Data mining, Spark, Databases, SQL",30d+
Data Scientist,Koch,North Vancouver,CA$100K - CA$150K (Employer provided),"Bachelor's or Master's degree in Statistics, Mathematics, or a related field. You will ensure the statistical validity and business impact of our models by…&hellip;
      
        Skills: Statistics, SQL, Machine learning, Data analytics, A/B testing",30d+
Data Scientist,BGIS,Markham,CA$82K - CA$103K (Employer provided),"Utilize your educational background in a quantitative field, such as computer science, mathematics, or engineering, to analyze complex datasets and develop…&hellip;
      
        Skills: Power BI, Big data, R, Tableau, SQL",4d
Data Scientist,BNP Paribas,Montreal,CA$98K - CA$135K (Glassdoor est.),"You must be legally eligible to work in the Greater Montreal area and, if applicable, hold a valid work or study permit. Experience with modern RAG techniques.&hellip;
      
        Skills: Bilingual, French, CI/CD, Kubernetes, Spark",30d+
Pharmaceutical Data Scientist,Amaris Consulting,Canada,CA$50K - CA$100K (Employer provided),"Bachelor’s or Master’s degree in Data Science, Computer Science, Statistics, Mathematics, Bioinformatics, or related field.&hellip;
      
        Skills: TensorFlow, Statistics, Data modeling, Azure, Oracle",30d+
Data Scientist II,Scribd Inc.,Canada,CA$118K - CA$123K (Employer provided),"Bachelors or Masters in relevant quantitative discipline including but not limited to Statistics, Computer Science, Data Science, Artificial Intelligence or…&hellip;
      
        Skills: Spark, SQL, Machine learning, Natural language processing, APIs",18d
Data Scientist,Tripledot Studios,Canada,CA$95K - CA$115K (Employer provided),"Write production-quality code for data transformation, modelling, and simulation using modern data and software development practices.&hellip;
      
        Skills: SQL, Python",4d
Data Scientist,Geotab,Oakville,CA$102K - CA$125K (Employer provided),"Electric vehicle purchase incentive program. Processing billions of data points a day, Geotab leverages data analytics and machine learning to improve…&hellip;
      
        Skills: TensorFlow, Google Suite, Data mining, Big data, Tableau",3d
Data Scientist,AXIS Capital,Halifax,CA$35K - CA$67K (Glassdoor est.),"You will be eligible for a comprehensive and competitive benefits package which includes medical plans for you and your family, health and wellness programs,…&hellip;
      
        Skills: Azure, DevOps, Research, SQL, Machine learning",30d+
data scientist,SnapPay,Mississauga,CA$98K - CA$150K (Employer provided),"Develop and implement data administration policy, standards and models. Operate database management systems to analyze data.&hellip;
      
        Skills: English, SASS, Computer skills, Linux, Data warehouse",30d+
Data Scientist,Opendoor,Toronto,CA$94K - CA$148K (Glassdoor est.),"In this role, you will be embedded within our consumer and seller experience groups, working closely with cross-functional partners across product, engineering,…&hellip;
      
        Skills: Statistics, Computer science, E-commerce, SQL, Statistical analysis",19d
Data Scientist,Allstate,Markham,CA$81K - CA$130K (Employer provided),"Lead coding and development using Python, Azure, and other data science toolkits, ensuring scalability and performance.&hellip;
      
        Skills: Azure, SAS, Java, SQL, Project management",30d+
Scientifique de données | Data Scientist,Pratt & Whitney,Longueuil,CA$70K - CA$115K (Glassdoor est.),"Expérience pratique avec les algorithmes d’apprentissage supervisé et non supervisé, l’évaluation et la validation des modèles, l’ingénierie des variables et le…&hellip;
      
        Skills: Azure, Git, English, AWS, Machine learning",16d
"Data Scientist - Decisions, Mapping",Lyft,Toronto,CA$108K - CA$135K (Employer provided),"Contribute to the Science community (hiring, onboarding, documentation, knowledge-sharing, tooling improvements), helping make Decision Science at Lyft more…&hellip;
      
        Skills: TensorFlow, R, SQL, Statistical analysis, Machine learning",30d+
"Data Scientist, Product Analytics",Leap Tools,Toronto,CA$80K - CA$110K (Employer provided),"Proactively identify and interpret trends in the data to inform product development efforts, sales efforts and thought leadership in the home decor industry.&hellip;
      
        Skills: SQL, Machine learning, PostgreSQL, Django, A/B testing",27d
Data Scientist II,Intact,Canada,,"Degree in a relevant discipline (computer science, AI, mathematics, engineering, operations research, statistics, geomatics or related field), or an equivalent…&hellip;
      
        Skills: Bilingual, French, Statistics, Data mining, English",30d+
Data scientist,BondR,Toronto,CA$100K - CA$163K (Glassdoor est.),"Proficiency in data manipulation and analysis libraries such as pandas and NumPy. Strong analytical and problem-solving skills with the ability to work with…&hellip;
      
        Skills: Computer science, Azure, R, SQL, AWS",30d+
Senior Data Scientist,CGI,Victoria,CA$85K - CA$160K (Employer provided),"This role is ideal for a data scientist who enjoys balancing exploratory analysis, model development, and clear communication of findings to technical and non‑…&hellip;
      
        Skills: TensorFlow, Statistics, Azure, SQL, Analysis skills",30d+
Product Data Scientist,GPTZero,Canada,CA$120K - CA$185K (Employer provided),"Ruslan Salakhutdinov (former director of AI at Apple, and current VP of Research for LLama, who meets monthly with our team to advise on AI model development).&hellip;
      
        Skills: Research, SQL, AWS, APIs, Python",30d+
data scientist,Goldfaith Investment Inc.,"Woodbridge, CA",$46.50 - $47.50 Per Hour (Employer provided),"Design methods of collecting and processing data to answer specific research questions. Highlight key data sources and the methodology to be used on a specific…&hellip;
      
        Skills: Mandarin, Microsoft Excel, SAS, R, English",30d+
Data Engineer / Scientist,Finaptive,Toronto,CA$96K - CA$135K (Glassdoor est.),Transform raw data into actionable insights that power strategic decisions and create competitive advantages. Whether you’re brainstorming new ideas or solving…&hellip;,11d
Data Scientist,Giatec Scientific,Ottawa,CA$110K - CA$150K (Employer provided),"As the Data Scientist, you will work closely with various domains within research & development (R&D), product development, as well as with other cross-…&hellip;
      
        Skills: TensorFlow, Statistics, Azure, Data analysis skills, MongoDB",30d+
Data Scientist II,Groupe Dynamite,Mont-Royal,CA$105K - CA$110K (Glassdoor est.),"A degree in Computer Science, Computer Engineering, or a related field; Experience in Data Science and Data Analytics, including statistical analysis,…&hellip;
      
        Skills: NoSQL, Google Cloud Platform, Databases, AWS, Analysis skills",30d+
Lead Data Scientist​ - R&D,Mastercard,Toronto,CA$127K - CA$203K (Employer provided),"The Foundry Research and Development team is built on a foundation of research and development, mining innovation internally, innovating new product lines with…&hellip;
      
        Skills: Azure, SQL, Statistical analysis, Machine learning, Continuous improvement",11d
Data Scientist,Government of Alberta,Calgary,CA$100K - CA$133K (Employer provided),"As a Data Scientist, you will bring a strong understanding of data creation, analysis, and evaluation to lead the development of the agency’s evaluation…&hellip;
      
        Skills: Statistics, Computer science, Power BI, SAS, R",3d
Principal Data Scientist​ - R&D,Mastercard,Toronto,CA$154K - CA$247K (Employer provided),"Communicates complex insights and data solutions effectively to both technical and non-technical stakeholders, including senior leadership, by drawing upon…&hellip;
      
        Skills: Azure, SQL, Statistical analysis, Machine learning, PostgreSQL",11d
Data Scientist,Xsolla,Remote,CA$150K - CA$2M (Employer provided),"Experience managing small data engineering teams and setting technical direction. We are looking for a data-driven problem solver who thrives at the…&hellip;
      
        Skills: Performance tuning, Data modeling, Spark, Git, Google Cloud Platform",30d+
Data Scientist Developer,MSi Corp,Ottawa,CA$90K - CA$160K (Glassdoor est.),"1 to 3 years of experience with a strong portfolio of Python projects or a relevant degree. Version Control:Comfortable using Git/GitHub for collaborative…&hellip;
      
        Skills: TensorFlow, Git, Databases, SQL, Database management",30d+
Data Scientist,American Technology Consulting,"Indianapolis, IN",$77K - $122K (Glassdoor est.),"The Data Scientist Intermediate may have supervisory responsibilities for lower data scientists (state employees or contractors).&hellip;
      
        Skills: Data mining, Web development, Data structures, R, Application development",4d
Data Scientist Consultant,American Technology Consulting,"Indianapolis, IN",$69K - $110K (Glassdoor est.),"The Data Scientist Intermediate may have supervisory responsibilities for lower data scientists (state employees or contractors).&hellip;
      
        Skills: Data mining, Web development, Data structures, R, Application development",4d
Data Scientist,Eli Lilly and Company,"Indianapolis, IN",$66K - $165K (Employer provided),"You will apply data science, machine learning, and AI techniques to solve real business problems — from building agents to automate manual regulatory workflows…&hellip;
      
        Skills: Cloud infrastructure, SAS, Software deployment, R, Analysis skills",25d
Data Scientist,Authenticx,"Indianapolis, IN",$77K - $125K (Glassdoor est.),"S. or further education in Mathematics, Economics, Computer Science, Statistics, or another quantitative field.&hellip;
      
        Skills: TensorFlow, Statistics, Signal processing, Calculus, SQL",3d
Data Scientist,Novisync,"Indianapolis, IN",$41.48 Per Hour (Employer provided),"The Data Scientist Intermediate may have supervisory responsibilities for lower data scientists (state employees or contractors).&hellip;
      
        Skills: Data mining, Web development, Data structures, R, Application development",24h
Lead GenAI Engineer,Deloitte,"Indianapolis, IN",$113K - $232K (Employer provided),"A bachelor's degree in computer science, software engineering, or a related discipline. Excellent software engineering foundation with deep understanding of OOP…&hellip;
      
        Skills: SAFe, Azure, Go, Node.js, .NET Core",30d
Forward Deployed Engineer - Microsoft AI&Data,Deloitte,"Indianapolis, IN",$113K - $208K (Employer provided),"3+ years of experience in software engineering, data engineering, data science, or analytics engineering. Data engineering experience with Spark, Airflow/dbt,…&hellip;
      
        Skills: Data modeling, Azure, Software deployment, Enterprise software, Spark",2d
"Data Science Manager, Life Sciences & Healthcare - SFL Scientific",Deloitte,"Indianapolis, IN",$131K - $241K (Employer provided),"You will be responsible for the technical direction of client engagements while defining the project strategy, communicating complex concepts to both technical…&hellip;
      
        Skills: Azure, Computer vision, Software deployment, Data analysis skills, Google Cloud Platform",30d+
AI & Analytics Innovation Senior Consultant,Deloitte,"Indianapolis, IN",$108K - $198K (Employer provided),"2-4 years of professional experience in analytics, data science, consulting, or a related field. Frame high-value business questions, define KPIs, and develop…&hellip;
      
        Skills: Power BI, Spark, Git, Tableau, SQL",30d+
"Lead Data Scientist GenAI, Strategic Analytics - Data Science",Deloitte,"Indianapolis, IN",$103K - $189K (Employer provided),"Bachelor's or Master's degree in Computer Science, Engineering, Data Science, Mathematics, or related field. Facilitate workshops to identify, prioritize, and…&hellip;
      
        Skills: TensorFlow, Azure, Enterprise software, ERP systems, Google Cloud Platform",30d+
"Data Science Manager, GenAI - SFL Scientific",Deloitte,"Indianapolis, IN",$131K - $241K (Employer provided),"You will be responsible for the technical direction of client engagements while defining the project strategy, communicating complex concepts to both technical…&hellip;
      
        Skills: Azure, Computer vision, Data analysis skills, Google Cloud Platform, Docker",30d+
AI Data Engineer - Consultant,Deloitte,"Indianapolis, IN",$98K - $129K (Glassdoor est.),"You will work with an AI Data Engineer (data ingestion, curation, governance, platform foundations) and a Lead AI Solutions Architect (end-to-end solution…&hellip;
      
        Skills: Data modeling, SAP SuccessFactors, Azure, Enterprise software, HIPAA",24d
GenAI Solution Engineer (Claude/Codex/Gemini),Deloitte,"Indianapolis, IN",$113K - $208K (Employer provided),"At least 4 years of relevant professional consulting or industry role experience in data engineering, data science, analytics engineering, or software…&hellip;
      
        Skills: Computer science, Azure, Enterprise software, Spark, SQL",3d
ConvergeCONSUMER - Data Scientist (Senior Consultant) - Innovation_Delivery_Transformation,Deloitte,"Indianapolis, IN",$113K - $208K (Employer provided),"Experience implementing custom AI agents (e.g., retrieval-augmented generation (RAG), DataFrame-based agents, and workflow-oriented decision agents).&hellip;
      
        Skills: Pricing, Enterprise software, SAP, Salesforce, Supply chain",30d+
"Agentic AI, AI & Data Consultant",Deloitte,"Indianapolis, IN",$93K - $171K (Employer provided),"Leading small teams to identify business requirements, functional design, process design (including scenario design, flow mapping), prototyping, testing,…&hellip;
      
        Skills: Azure, Google Cloud Platform, Microservices, Cloud development, APIs",5d
Principal GenAI Engineer,Deloitte,"Indianapolis, IN",$125K - $256K (Employer provided),"A bachelor's degree in computer science, software engineering, or a related discipline. Excellent software engineering foundation with deep understanding of OOP…&hellip;
      
        Skills: SAFe, Azure, Go, Node.js, .NET Core",16d
ConvergeCONSUMER - Data Science Manager - Innovation_Delivery_Transformation,Deloitte,"Indianapolis, IN",$131K - $241K (Employer provided),"Experience implementing custom AI agents (e.g., retrieval-augmented generation (RAG), DataFrame-based agents, and workflow-oriented decision agents).&hellip;
      
        Skills: Pricing, Enterprise software, SAP, Salesforce, Supply chain",30d+
AI Data Engineer - Senior Consultant,Deloitte,"Indianapolis, IN",$113K - $208K (Employer provided),"You will work with an AI Data Engineer (data ingestion, curation, governance, platform foundations) and a Lead AI Solutions Architect (end-to-end solution…&hellip;
      
        Skills: Data modeling, SAP SuccessFactors, Azure, Enterprise software, DevOps",24d
