Job Title,Company,Location,Salary Estimate,Job Description,Job Age,Country,Hourly,Glassdoor_Estimate,Employer_Provided,currency,min_salary,max_salary,avg_salary,Skills,Calculus,Distributed control systems,Database development,Business processes,Wireframing,Google Suite,ERP systems,Data modelling,Design patterns,Change management,E-commerce,Clinical laboratory experience,Tooling,Customer service,DB2,Internet of things,System design,Systems engineering,Jira,Operations research,RBAC,Salesforce Marketing Cloud,Data analysis skills,Microsoft Office,Software architecture,Financial analysis,Taxonomy,SAS,Microbiology,Agile,QlikView,Predictive analytics,IIS,Authentication,Yardi,AI,Spanish,Organizational skills,Data warehouse,Conflict management,Microservices,Project coordination,Performance tuning,Computer operation,Business intelligence,Statistics,Marketing mix modeling,Machine learning,iOS,Proposal writing,GitHub,Distributed systems,Research,SolidWorks,WAN,Scientific research,TensorFlow,HP ALM,SAP,Experimental design,Fanuc,Crystal Reports,CI/CD,Schematics,Data management,R,Apache Hive,Product development,SVN,Natural language processing,Configuration management,Database management,Mechanical engineering,Solution architecture,Windows,Image processing,Databases,SOX,XML,Adobe Photoshop,Controlling experience,Computer literacy,Operations management,FEA,Management,TypeScript,D3.js,Electrical engineering,5G,VoIP,.NET,Salesforce,Test automation,Cucumber (software testing tool),Vendor management,Communication skills,SAP SuccessFactors,Data mining,Release management,English,SharePoint,Time management,Relationship management,Continuous improvement,Moving,Business requirements,Django,Logistics,A/B testing,Program management,Forecasting,Tableau,MATLAB,Hadoop,Market analysis,Kanban,Microsoft Word,AWS,Computer vision,Computer science,JSON,Biostatistics,Process improvement,SDKs,Microsoft Windows Server,System administration,Regression analysis,Data structures,DevOps,Financial modeling,French,ServiceNow,Computer networking,Visual Studio,Administrative experience,Azure,Optics,PaaS,Web analytics,Pivot tables,Unreal Engine,TCP,SDLC,Go,Military,EDI,Unity,Ansible,SASS,Accounting software,Public speaking,Deep learning,Quality assurance,Root cause analysis,Docker,Filing,Test management tools,Writing skills,FedRAMP,Warehouse management system,SQL,Test-driven development,Russian,Help desk,Waterfall,Talent acquisition,HIPAA,Performance management,Clinical development,Quality control,Analysis skills,Program design,Deployment,Front-end development,Ontology,MongoDB,Project management software,Financial services,Revenue cycle management,CAD,Recruiting,Systems design,Web development,Alteryx,Visual Basic,Content development,Customer retention,CSS,Contract management,Application development,Maths,Public health,Cassandra,Confluence,IT service management,Presentation skills,Investment,Microsoft PowerPoint,Marketing,Business analysis,User acceptance testing,REST,Microsoft Access,MRP,Microsoft Excel,NoSQL,Data visualization,Research & development,SAFe,Cloud infrastructure,PostgreSQL,Barista experience,Node.js,Organisational skills,React,Internet of Things,Accounts payable,Mentoring,Cloud development,Scalability,Debugging,Cloud computing,Microsoft Powerpoint,Revit,FPGA,Microsoft Outlook,Redshift,Swift,Leadership,System architecture,Interviewing,Requirements analysis,Power BI,Cost management,Figma,Bootstrap,Bilingual,Project management,UI,Quantitative analysis,GAMP,Big data,Computer skills,NetSuite,Relational databases,JavaScript,Kubernetes,Market research,Git,Sensors,Statistical software,Signal processing,Virtualization,Data modeling,Statistical analysis,Pro/ENGINEER,TestNG,Pricing,Software deployment,Hospitality,Banking,Clinical research,Web accessibility,Linux,Google Analytics,Robotics,Enterprise software,Scala,Software development,Data collection,Epic,Oracle,Java,Qualitative research,Risk management,DoD experience,Load balancing,Fraud prevention and detection,FISMA,Social listening,Graph databases,Google Cloud Platform,Medical imaging,SaaS,Information security,Construction,Data centre experience,Knowledge management,Laboratory information management systems,Product demos,Software testing,Supply chain,AutoCAD,Semantic Web,S3,OOP,IT,Organization design,Japanese,.NET Core,Math,SSRS,Geometry,Team management,Wealth management,Operating systems,T-SQL,APIs,Mandarin,Financial planning,SSO,Python,SCCM,Embedded software,Data visualisation,Mobile applications,Analytics,New Relic,Trello,Biotechnology,Software troubleshooting,Fiddler,C++,C,Usability,Microsoft SQL Server,Managed care,Metadata,Data entry,Data analytics,Salt,CRM software,Multilingual,Selenium,Disaster recovery,Terrafrom,Elasticsearch,Telecommunication,Rust (programming language),Incident management,C#,Project leadership,Sales,Terraform,Requirements gathering,Spark,Algorithm design,Data science,Quality inspection,Scripting
Data Scientist,Sparkbox.ai,"London, England",£40K - £60K ,"This role would suit a candidate with machine learning knowledge, and an interest in developing their skills while applying data science techniques within a…&hellip;
      
        Skills: Google Cloud Platform, SQL, Machine learning, Data science, Communication skills",20d,UK,0,0,1,£,47.199999999999996,70.8,59.0," Google Cloud Platform, SQL, Machine learning, Data science, Communication skills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Scientist,NTT DATA,"London, England",,"Industry experience in sectors such as retail, finance, healthcare, or similar (customisable). At least 5 years’ experience in client‑facing data science roles…&hellip;
      
        Skills: TensorFlow, Power BI, Cloud infrastructure, Azure, Spark",30d+,UK,0,0,0,Unknown,,,," TensorFlow, Power BI, Cloud infrastructure, Azure, Spark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,SuperAwesome,"London, England",£56K - £85K ,"Experience building models for internal or business facing products. Work with the product team, end users and engineers to identify and understand the problems…&hellip;
      
        Skills: Jira, SQL, AWS, Maths, GitHub",27d,UK,0,1,0,£,66.08,100.3,83.19," Jira, SQL, AWS, Maths, GitHub",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Trainline,"London, England",£72K - £130K ,"Our autonomous model creates a huge opportunity for personal influence and impact – as the data scientist on the team you will be actively driving innovation on…&hellip;
      
        Skills: Microsoft Powerpoint, Power BI, R, Tableau, SQL",30d+,UK,0,1,0,£,84.96,153.4,119.17999999999999," Microsoft Powerpoint, Power BI, R, Tableau, SQL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Scientist, Integrity Measurement",OpenAI,"London, England",£293K - £385K ,"Develop automation to scale yourself, leveraging our agentic products. For unincorporated Los Angeles County workers: we reasonably believe that criminal…&hellip;
      
        Skills: R, SQL, AI, Python",30d+,UK,0,0,1,£,345.74,454.29999999999995,400.02," R, SQL, AI, Python",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,GCHQ,"Cheltenham, England",£38K ,"No matter what you do, you’ll always be generous with your knowledge, sharing valuable information, tools, and techniques that nurture the understanding of…&hellip;
      
        Skills: Machine learning, Data science, AI",7d,UK,0,0,1,£,44.839999999999996,44.839999999999996,44.839999999999996," Machine learning, Data science, AI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Scientist,V.Group,"Glasgow, Scotland",£34K - £43K ,"3 - 5 years’ of experience manipulating data sets and building statistical models. Knowledge of a variety of machine learning techniques (clustering, decision…&hellip;
      
        Skills: Microsoft Powerpoint, Power BI, Microsoft Excel, Data mining, Supply chain",30d+,UK,0,1,0,£,40.12,50.739999999999995,45.43," Microsoft Powerpoint, Power BI, Microsoft Excel, Data mining, Supply chain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Scientist I,Entrust,"London, England",£100K - £120K ,"Work with product and engineering to improve our world-class identity-focused products. By assessing government- issued identity documents and facial biometrics…&hellip;
      
        Skills: AWS, Machine learning, Python",30d+,UK,0,1,0,£,118.0,141.6,129.79999999999998," AWS, Machine learning, Python",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Vitality,"Bournemouth, England",£46K - £54K ,"Experience (2-5 years) working as an associate/graduate data scientist or data scientist. Working Pattern - Hybrid – 2 days per week in the Vitality London…&hellip;
      
        Skills: Microsoft Office, SQL, Machine learning, GitHub, Regression analysis",28d,UK,0,1,0,£,54.279999999999994,63.72,59.0," Microsoft Office, SQL, Machine learning, GitHub, Regression analysis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,OnBuy.com,"Bournemouth, England",£65K - £70K ,"Over 2 years data science experience ideally within an e-commerce, digital, or consumer business. Develop and deploy data science models to support key e-…&hellip;
      
        Skills: Git, SQL, Machine learning, Data science, Data visualisation",26d,UK,0,0,1,£,76.7,82.6,79.64999999999999," Git, SQL, Machine learning, Data science, Data visualisation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Principal Data Scientist,NHS Counter Fraud Authority,"Newcastle upon Tyne, England",£67K - £77K ,"We have offices in Coventry, Newcastle and London and offer flexible, hybrid, and home-based working. To comply with the HM Government Functional Standard GovS…&hellip;
      
        Skills: Machine learning, Data science, Leadership",6d,UK,0,0,1,£,79.06,90.86,84.96," Machine learning, Data science, Leadership",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Scientist,Tails.com,"Richmond, London, England",£42K - £50K ,"You will take ownership of our existing order and revenue forecasting capabilities, with the aim of ensuring we are operating as efficiently as possible in…&hellip;
      
        Skills: Tableau, SQL, AWS, IT, Data science",4d,UK,0,1,0,£,49.559999999999995,59.0,54.279999999999994," Tableau, SQL, AWS, IT, Data science",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Scientist,Ecotricity,"Stroud, England",£55K - £65K ,"You will collaborate closely with project managers, product owners, and stakeholders, effectively communicating progress, presenting solutions, and delivering…&hellip;
      
        Skills: Machine learning, AI",30d+,UK,0,0,1,£,64.89999999999999,76.7,70.8," Machine learning, AI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
